project_code,unit_no,block,sequence,display_no,floor_label,floor_level,unit_type,area_text,interior_m2,outdoor_m2,sale_status,buy_now_eur,next_price_eur,price_source,numbering_source,price_fallback_from,data_quality,source_notes
NLP-AVS,A-001,A,1,A-1,Unknown,0,2+1 Garden,64+100 m2,64.0,100.0,available,264100,290510|319561|351517,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-002,A,2,A-2,Unknown,0,2+1 Garden,79 +125 m2,79.0,125.0,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-003,A,3,A-3,Unknown,0,2+1 Garden,69+80 m2,69.0,80.0,available,257200,282920|311212|342333,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-004,A,4,A-4,Open basement,-1,2+1 Garden,74+70 m2,74.0,70.0,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-005,A,5,A-5,Open basement,-1,2+1 Garden,79+118 m2,79.0,118.0,available,250200,275220|302742|333016,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-006,A,6,A-6,Open basement,-1,2+1 Garden,80+80 m2,80.0,80.0,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-007,A,7,A-7,Open basement,-1,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-008,A,8,A-8,Open basement,-1,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-009,A,9,A-9,Open basement,-1,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-010,A,10,A-10,Open basement,-1,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-011,A,11,A-11,Open basement,-1,1+1,53 m2,53.0,,available,145300,159830|175813|193394,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-012,A,12,A-12,Ground floor,0,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-013,A,13,A-13,Ground floor,0,1+1,53 m2,53.0,,available,142200,156420|172062|189268,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-014,A,14,A-14,Ground floor,0,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-015,A,15,A-15,Ground floor,0,1+1,53 m2,53.0,,available,141300,155430|170973|188070,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-016,A,16,A-16,Ground floor,0,1+1,53 m2,53.0,,available,141300,155430|170973|188070,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-017,A,17,A-17,Ground floor,0,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-018,A,18,A-18,Ground floor,0,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-019,A,19,A-19,Ground floor,0,1+1,53 m2,53.0,,available,149000,163900|180290|198319,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-020,A,20,A-20,1,1,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-021,A,21,A-21,1,1,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-022,A,22,A-22,1,1,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-023,A,23,A-23,1,1,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-024,A,24,A-24,1,1,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-025,A,25,A-25,1,1,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-026,A,26,A-26,1,1,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-027,A,27,A-27,1,1,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-028,A,28,A-28,1,1,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-029,A,29,A-29,1,1,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-030,A,30,A-30,1,1,1+1,53 m2,53.0,,available,148350,163185|179504|197454,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-031,A,31,A-31,1,1,1+1,53 m2,53.0,,available,148350,163185|179504|197454,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-032,A,32,A-32,1,1,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-033,A,33,A-33,1,1,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-034,A,34,A-34,2,2,1+1,53 m2,53.0,,available,146800,161480|177628|195391,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-035,A,35,A-35,2,2,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-036,A,36,A-36,2,2,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-037,A,37,A-37,2,2,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-038,A,38,A-38,2,2,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-039,A,39,A-39,2,2,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-040,A,40,A-40,3,3,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-041,A,41,A-41,3,3,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-042,A,42,A-42,3,3,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-043,A,43,A-43,3,3,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-044,A,44,A-44,3,3,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-045,A,45,A-45,3,3,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-046,A,46,A-46,3,3,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-047,A,47,A-47,3,3,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-048,A,48,A-48,3,3,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-049,A,49,A-49,3,3,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-050,A,50,A-50,3,3,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-051,A,51,A-51,3,3,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-052,A,52,A-52,3,3,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-053,A,53,A-53,3,3,1+1,53 m2,53.0,,available,152900,168190|185009|203510,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-054,A,54,A-54,4,4,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-055,A,55,A-55,4,4,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-056,A,56,A-56,4,4,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-057,A,57,A-57,4,4,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-058,A,58,A-58,4,4,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-059,A,59,A-59,4,4,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-060,A,60,A-60,4,4,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-061,A,61,A-61,4,4,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-062,A,62,A-62,4,4,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-063,A,63,A-63,4,4,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-064,A,64,A-64,4,4,1+1,53 m2,53.0,,available,155300,170830|187913|206704,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-065,A,65,A-65,5,5,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-066,A,66,A-66,5,5,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-067,A,67,A-67,5,5,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-068,A,68,A-68,5,5,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-069,A,69,A-69,5,5,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-070,A,70,A-70,5,5,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-071,A,71,A-71,5,5,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-072,A,72,A-72,5,5,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-073,A,73,A-73,5,5,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-074,A,74,A-74,5,5,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-075,A,75,A-75,5,5,1+1,53 m2,53.0,,available,157600,173360|190696|209766,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-076,A,76,A-76,6,6,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-077,A,77,A-77,6,6,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-078,A,78,A-78,6,6,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-079,A,79,A-79,6,6,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-080,A,80,A-80,6,6,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-081,A,81,A-81,6,6,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-082,A,82,A-82,6,6,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-083,A,83,A-83,6,6,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-084,A,84,A-84,6,6,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-085,A,85,A-85,6,6,1+1,53 m2,53.0,,available,159900,175890|193479|212827,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-086,A,86,A-86,6,6,1+1,53 m2,53.0,,available,159900,175890|193479|212827,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-087,A,87,A-87,7,7,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-088,A,88,A-88,7,7,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-089,A,89,A-89,7,7,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-090,A,90,A-90,7,7,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-091,A,91,A-91,7,7,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-092,A,92,A-92,7,7,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-093,A,93,A-93,7,7,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-094,A,94,A-94,7,7,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-095,A,95,A-95,7,7,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-096,A,96,A-96,7,7,3+1 DT,126+30 m2,126.0,30.0,available,330500,363550|399905|439896,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-097,A,97,A-97,7,7,3+1 DT,126+30 M2,126.0,30.0,available,335000,368500|405350|445885,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-098,A,98,A-98,8,8,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-099,A,99,A-99,8,8,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-100,A,100,A-100,8,8,3+1 DT,126+30 m2,126.0,30.0,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-101,A,101,A-101,8,8,2+1 DT,94+13 M2,94.0,13.0,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-102,A,102,A-102,8,8,2+1 DT,94+28 M2,94.0,28.0,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-103,A,103,A-103,8,8,2+1 DT,87+11 M2,87.0,11.0,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-104,A,104,A-104,8,8,3+1 DT,126+30 m2,126.0,30.0,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,A-105,A,105,A-105,8,8,1+1,53 m2,53.0,,sold,,,6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,,,client_source,
NLP-AVS,B-001,B,1,B-1,Unknown,0,2+1 Garden,64+100 m2,64.0,100.0,available,264100,290510|319561|351517,fallback:B-from-A; 6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,Manager-approved demo fallback: copy A Block numbering/reference logic,A,demo_fallback,Waleri-approved demo fallback: copy B Block prices and numbering/reference logic from A Block. Demo/staging only; replace with original Block B client source before production sign-off.
NLP-AVS,B-002,B,2,B-2,Unknown,0,2+1 Garden,79 +125 m2,79.0,125.0,sold,,,fallback:B-from-A; 6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,Manager-approved demo fallback: copy A Block numbering/reference logic,A,demo_fallback,Waleri-approved demo fallback: copy B Block prices and numbering/reference logic from A Block. Demo/staging only; replace with original Block B client source before production sign-off.
NLP-AVS,B-003,B,3,B-3,Unknown,0,2+1 Garden,69+80 m2,69.0,80.0,available,257200,282920|311212|342333,fallback:B-from-A; 6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,Manager-approved demo fallback: copy A Block numbering/reference logic,A,demo_fallback,Waleri-approved demo fallback: copy B Block prices and numbering/reference logic from A Block. Demo/staging only; replace with original Block B client source before production sign-off.
NLP-AVS,B-004,B,4,B-4,Open basement,-1,2+1 Garden,74+70 m2,74.0,70.0,sold,,,fallback:B-from-A; 6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,Manager-approved demo fallback: copy A Block numbering/reference logic,A,demo_fallback,Waleri-approved demo fallback: copy B Block prices and numbering/reference logic from A Block. Demo/staging only; replace with original Block B client source before production sign-off.
NLP-AVS,B-005,B,5,B-5,Open basement,-1,2+1 Garden,79+118 m2,79.0,118.0,available,250200,275220|302742|333016,fallback:B-from-A; 6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,Manager-approved demo fallback: copy A Block numbering/reference logic,A,demo_fallback,Waleri-approved demo fallback: copy B Block prices and numbering/reference logic from A Block. Demo/staging only; replace with original Block B client source before production sign-off.
NLP-AVS,B-006,B,6,B-6,Open basement,-1,2+1 Garden,80+80 m2,80.0,80.0,sold,,,fallback:B-from-A; 6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,Manager-approved demo fallback: copy A Block numbering/reference logic,A,demo_fallback,Waleri-approved demo fallback: copy B Block prices and numbering/reference logic from A Block. Demo/staging only; replace with original Block B client source before production sign-off.
NLP-AVS,B-007,B,7,B-7,Open basement,-1,1+1,53 m2,53.0,,sold,,,fallback:B-from-A; 6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,Manager-approved demo fallback: copy A Block numbering/reference logic,A,demo_fallback,Waleri-approved demo fallback: copy B Block prices and numbering/reference logic from A Block. Demo/staging only; replace with original Block B client source before production sign-off.
NLP-AVS,B-008,B,8,B-8,Open basement,-1,1+1,53 m2,53.0,,sold,,,fallback:B-from-A; 6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,Manager-approved demo fallback: copy A Block numbering/reference logic,A,demo_fallback,Waleri-approved demo fallback: copy B Block prices and numbering/reference logic from A Block. Demo/staging only; replace with original Block B client source before production sign-off.
NLP-AVS,B-009,B,9,B-9,Open basement,-1,1+1,53 m2,53.0,,sold,,,fallback:B-from-A; 6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,Manager-approved demo fallback: copy A Block numbering/reference logic,A,demo_fallback,Waleri-approved demo fallback: copy B Block prices and numbering/reference logic from A Block. Demo/staging only; replace with original Block B client source before production sign-off.
NLP-AVS,B-010,B,10,B-10,Open basement,-1,1+1,53 m2,53.0,,sold,,,fallback:B-from-A; 6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,Manager-approved demo fallback: copy A Block numbering/reference logic,A,demo_fallback,Waleri-approved demo fallback: copy B Block prices and numbering/reference logic from A Block. Demo/staging only; replace with original Block B client source before production sign-off.
NLP-AVS,B-011,B,11,B-11,Open basement,-1,1+1,53 m2,53.0,,available,145300,159830|175813|193394,fallback:B-from-A; 6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,Manager-approved demo fallback: copy A Block numbering/reference logic,A,demo_fallback,Waleri-approved demo fallback: copy B Block prices and numbering/reference logic from A Block. Demo/staging only; replace with original Block B client source before production sign-off.
NLP-AVS,B-012,B,12,B-12,Ground floor,0,1+1,53 m2,53.0,,sold,,,fallback:B-from-A; 6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,Manager-approved demo fallback: copy A Block numbering/reference logic,A,demo_fallback,Waleri-approved demo fallback: copy B Block prices and numbering/reference logic from A Block. Demo/staging only; replace with original Block B client source before production sign-off.
NLP-AVS,B-013,B,13,B-13,Ground floor,0,1+1,53 m2,53.0,,available,142200,156420|172062|189268,fallback:B-from-A; 6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,Manager-approved demo fallback: copy A Block numbering/reference logic,A,demo_fallback,Waleri-approved demo fallback: copy B Block prices and numbering/reference logic from A Block. Demo/staging only; replace with original Block B client source before production sign-off.
NLP-AVS,B-014,B,14,B-14,Ground floor,0,1+1,53 m2,53.0,,sold,,,fallback:B-from-A; 6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,Manager-approved demo fallback: copy A Block numbering/reference logic,A,demo_fallback,Waleri-approved demo fallback: copy B Block prices and numbering/reference logic from A Block. Demo/staging only; replace with original Block B client source before production sign-off.
NLP-AVS,B-015,B,15,B-15,Ground floor,0,1+1,53 m2,53.0,,available,141300,155430|170973|188070,fallback:B-from-A; 6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,Manager-approved demo fallback: copy A Block numbering/reference logic,A,demo_fallback,Waleri-approved demo fallback: copy B Block prices and numbering/reference logic from A Block. Demo/staging only; replace with original Block B client source before production sign-off.
NLP-AVS,B-016,B,16,B-16,Ground floor,0,1+1,53 m2,53.0,,available,141300,155430|170973|188070,fallback:B-from-A; 6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,Manager-approved demo fallback: copy A Block numbering/reference logic,A,demo_fallback,Waleri-approved demo fallback: copy B Block prices and numbering/reference logic from A Block. Demo/staging only; replace with original Block B client source before production sign-off.
NLP-AVS,B-017,B,17,B-17,Ground floor,0,1+1,53 m2,53.0,,sold,,,fallback:B-from-A; 6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,Manager-approved demo fallback: copy A Block numbering/reference logic,A,demo_fallback,Waleri-approved demo fallback: copy B Block prices and numbering/reference logic from A Block. Demo/staging only; replace with original Block B client source before production sign-off.
NLP-AVS,B-018,B,18,B-18,Ground floor,0,1+1,53 m2,53.0,,sold,,,fallback:B-from-A; 6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,Manager-approved demo fallback: copy A Block numbering/reference logic,A,demo_fallback,Waleri-approved demo fallback: copy B Block prices and numbering/reference logic from A Block. Demo/staging only; replace with original Block B client source before production sign-off.
NLP-AVS,B-019,B,19,B-19,Ground floor,0,1+1,53 m2,53.0,,available,149000,163900|180290|198319,fallback:B-from-A; 6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,Manager-approved demo fallback: copy A Block numbering/reference logic,A,demo_fallback,Waleri-approved demo fallback: copy B Block prices and numbering/reference logic from A Block. Demo/staging only; replace with original Block B client source before production sign-off.
NLP-AVS,B-020,B,20,B-20,1,1,1+1,53 m2,53.0,,sold,,,fallback:B-from-A; 6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,Manager-approved demo fallback: copy A Block numbering/reference logic,A,demo_fallback,Waleri-approved demo fallback: copy B Block prices and numbering/reference logic from A Block. Demo/staging only; replace with original Block B client source before production sign-off.
NLP-AVS,B-021,B,21,B-21,1,1,1+1,53 m2,53.0,,sold,,,fallback:B-from-A; 6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,Manager-approved demo fallback: copy A Block numbering/reference logic,A,demo_fallback,Waleri-approved demo fallback: copy B Block prices and numbering/reference logic from A Block. Demo/staging only; replace with original Block B client source before production sign-off.
NLP-AVS,B-022,B,22,B-22,1,1,1+1,53 m2,53.0,,sold,,,fallback:B-from-A; 6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,Manager-approved demo fallback: copy A Block numbering/reference logic,A,demo_fallback,Waleri-approved demo fallback: copy B Block prices and numbering/reference logic from A Block. Demo/staging only; replace with original Block B client source before production sign-off.
NLP-AVS,B-023,B,23,B-23,1,1,1+1,53 m2,53.0,,sold,,,fallback:B-from-A; 6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,Manager-approved demo fallback: copy A Block numbering/reference logic,A,demo_fallback,Waleri-approved demo fallback: copy B Block prices and numbering/reference logic from A Block. Demo/staging only; replace with original Block B client source before production sign-off.
NLP-AVS,B-024,B,24,B-24,1,1,1+1,53 m2,53.0,,sold,,,fallback:B-from-A; 6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,Manager-approved demo fallback: copy A Block numbering/reference logic,A,demo_fallback,Waleri-approved demo fallback: copy B Block prices and numbering/reference logic from A Block. Demo/staging only; replace with original Block B client source before production sign-off.
NLP-AVS,B-025,B,25,B-25,1,1,1+1,53 m2,53.0,,sold,,,fallback:B-from-A; 6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,Manager-approved demo fallback: copy A Block numbering/reference logic,A,demo_fallback,Waleri-approved demo fallback: copy B Block prices and numbering/reference logic from A Block. Demo/staging only; replace with original Block B client source before production sign-off.
NLP-AVS,B-026,B,26,B-26,1,1,1+1,53 m2,53.0,,sold,,,fallback:B-from-A; 6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,Manager-approved demo fallback: copy A Block numbering/reference logic,A,demo_fallback,Waleri-approved demo fallback: copy B Block prices and numbering/reference logic from A Block. Demo/staging only; replace with original Block B client source before production sign-off.
NLP-AVS,B-027,B,27,B-27,1,1,1+1,53 m2,53.0,,sold,,,fallback:B-from-A; 6. PRICE LIST 💶\A BLOCK PRICE LIST.pdf,Manager-approved demo fallback: copy A Block numbering/reference logic,A,demo_fallback,Waleri-approved demo fallback: copy B Block prices and numbering/reference logic from A Block. Demo/staging only; replace with original Block B client source before production sign-off.
